;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
4529;femenino;industria;robledo;1;7;2016-06-09;6890000.0;fabrica ceramica;microempresarial
4530;masculino;industria;campo valdes no. 1;3;4;2018-04-09;2000000.0;fabrica;microempresarial
4531;femenino;comercio;zona expansion san ;2;80;2018-06-15;7000000.0;variedades;microempresarial
4532;femenino;comercio;san javier no.1;1;13;2016-08-11;6800000.0;fabrica;microempresarial
4533;masculino;comercio;doce de octubre no.1;2;6;2017-05-12;4000000.0;restaurante;microempresarial
4534;femenino;comercio;belen;3;16;2017-06-28;7000000.0;variedades;microempresarial
4535;femenino;industria;castilla;2;5;2017-07-21;7000000.0;fabrica calzado;microempresarial
4537;femenino;comercio;belen;2;16;2017-07-27;7000000.0;tienda;microempresarial
4538;femenino;comercio;pedregal;3;6;2018-06-18;7800000.0;variedades;microempresarial
4539;femenino;comercio;13 de noviembre;1;8;2016-03-17;5000000.0;variedades;microempresarial
4540;femenino;comercio;miranda;2;4;2019-01-09;3000000.0;variedades;microempresarial
4541;masculino;servicio;robledo;3;7;2019-02-08;2000000.0;mantenimiento;microempresarial
4542;femenino;industria;san javier no.1;3;13;2017-05-17;70000000.0;fabrica;microempresarial
4543;masculino;comercio;popular;2;1;2017-12-01;7300000.0;variedades;microempresarial
4544;masculino;industria;pedregal;3;6;2018-10-25;7800000.0;fabrica calzado;microempresarial
4545;femenino;comercio;metropolitano;2;13;2017-03-10;6000000.0;comidas rapidas;microempresarial
4546;femenino;industria;cabecera san antonio ;3;80;2017-07-27;6000000.0;fabrica alimentos;microempresarial
4548;femenino;agropecuaria;cabecera san cristobal;2;60;2018-11-23;1000000.0;sembrados;microempresarial
4549;femenino;comercio;campo valdes no. 1;3;4;2018-07-26;3000000.0;almacen ropa;microempresarial
4550;masculino;comercio;san diego;3;10;2016-01-25;4000000.0;fabrica muebles;microempresarial
4551;femenino;comercio;belen;2;16;2017-07-26;5000000.0;almacen ropa;microempresarial
4552;masculino;comercio;robledo;1;7;2017-10-18;7370000.0;variedades;microempresarial
4553;femenino;industria;aranjuez;3;4;2018-06-28;3000000.0;fabrica;microempresarial
4554;femenino;servicio;guayabal;3;15;2019-06-25;5000000.0;fabrica;microempresarial
4555;femenino;comercio;manrique central no. 2;2;3;2017-06-28;7000000.0;miscelanea;microempresarial
4556;masculino;comercio;belen;3;16;2017-03-24;23000000.0;fabrica repuestos;empresarial ed
4557;masculino;comercio;picacho;1;6;2017-06-06;7300000.0;tienda;microempresarial
4558;masculino;industria;la francia;2;2;2016-06-13;6000000.0;fabrica;microempresarial
4559;masculino;industria;moravia;2;4;2018-08-06;7000000.0;fabrica;microempresarial
4560;femenino;comercio;santo domingo savio ;2;1;2018-12-05;5000000.0;peluqueria;microempresarial
4561;masculino;comercio;cabecera san antonio ;2;80;2018-02-05;6000000.0;taller mecanica;microempresarial
4562;femenino;comercio;manrique central no. 2;1;3;2018-04-04;7800000.0;variedades;microempresarial
4563;femenino;comercio;el salvador;3;9;2017-09-06;2000000.0;tienda;microempresarial
4564;masculino;comercio;robledo;3;7;2017-11-20;7370000.0;charcuteria;microempresarial
4565;femenino;comercio;campo valdes no. 1;2;4;2019-01-22;8280000.0;almacen ropa;microempresarial
4566;femenino;comercio;castilla;3;5;2018-02-14;7800000.0;tienda;microempresarial
4567;masculino;industria;belencito;2;13;2017-09-12;4000000.0;fabrica calzado;microempresarial
4568;masculino;comercio;20 de julio;1;13;2018-02-16;7800000.0;distribuidora;microempresarial
4570;femenino;comercio;santo domingo savio ;2;1;2018-06-14;6000000.0;variedades;microempresarial
4571;femenino;servicio;doce de octubre no.1;1;6;2018-02-08;5000000.0;restaurante;microempresarial
4572;femenino;industria;buenos aires;3;9;2017-04-26;7300000.0;fabrica repuestos;microempresarial
4575;masculino;industria;juan xxiii la quiebra;2;13;2018-05-10;4000000.0;fabrica;microempresarial
4576;femenino;servicio;cabecera san cristobal;2;60;2019-03-21;4000000.0;peluqueria;microempresarial
4577;masculino;servicio;santa rosa de lima;3;13;2019-04-11;4500000.0;recreativo educativo;microempresarial
4578;masculino;comercio;boston;3;10;2017-09-05;7000000.0;tienda;microempresarial
4579;femenino;comercio;manrique central no. 1;2;4;2018-11-14;7000000.0;variedades;microempresarial
4580;femenino;comercio;santander;2;6;2016-08-17;4000000.0;almacen ropa;microempresarial
4581;femenino;comercio;santo domingo savio ;1;1;2017-06-30;5000000.0;tienda;microempresarial
4582;femenino;industria;carpinelo;1;1;2017-07-28;2500000.0;fabrica;microempresarial
4583;femenino;industria;robledo;1;7;2018-08-02;4700000.0;fabrica;microempresarial
4584;masculino;comercio;aranjuez;3;4;2018-10-11;5000000.0;fabrica helados;microempresarial
4585;femenino;industria;pedregal;3;6;2016-10-10;4800000.0;fabrica;microempresarial
4586;femenino;servicio;robledo;1;7;2018-02-12;7000000.0;ebanistaria;microempresarial
4587;femenino;comercio;manrique central no. 2;2;3;2017-08-30;7377000.0;variedades;microempresarial
4588;femenino;industria;belen;3;16;2016-09-20;6800000.0;fabrica alimentos;microempresarial
4589;femenino;comercio;manrique oriental;2;4;2019-01-23;5000000.0;tienda helados;microempresarial
4590;masculino;comercio;boyaca;3;5;2017-09-01;7300000.0;granero;microempresarial
4591;femenino;servicio;aranjuez;2;4;2018-09-14;7812000.0;peluqueria;microempresarial
4592;femenino;comercio;moravia;2;4;2018-06-12;1500000.0;miscelanea;microempresarial
4593;femenino;industria;la sierra;1;8;2018-11-28;800000.0;fabrica;microempresarial
4594;femenino;industria;santo domingo savio ;1;1;2018-02-20;7800000.0;fabrica;microempresarial
4595;masculino;comercio;robledo;3;7;2017-05-05;7300000.0;distribuidora;microempresarial
4596;femenino;comercio;san javier no.1;2;13;2018-04-27;3000000.0;comidas rapidas;microempresarial
4597;femenino;comercio;enciso;2;8;2016-09-02;6000000.0;almacen ropa;microempresarial
4598;femenino;industria;manrique central no. 1;1;4;2018-07-05;7800000.0;fabrica;microempresarial
4599;femenino;comercio;toscana;3;5;2017-07-10;7377000.0;almacen ropa;microempresarial
4600;femenino;industria;santander;1;6;2018-06-22;2000000.0;miscelanea;microempresarial
4601;femenino;comercio;robledo;2;7;2017-04-25;7377000.0;restaurante;microempresarial
4602;femenino;comercio;robledo;2;9;2017-05-09;1500000.0;tienda;microempresarial
4603;masculino;comercio;santo domingo savio ;1;1;2019-06-10;4000000.0;restaurante;credioportuno
4606;masculino;comercio;moravia;1;4;2019-05-09;2700000.0;variedades;microempresarial
4607;masculino;servicio;campo valdes no. 1;3;4;2017-06-07;7377000.0;peluqueria;microempresarial
4608;masculino;industria;robledo;2;7;2017-09-29;1000000.0;reciclaje;microempresarial
4609;femenino;comercio;castilla;2;5;2018-02-13;7000000.0;peluqueria;microempresarial
4610;masculino;comercio;florencia;3;5;2018-05-10;3000000.0;comidas rapidas;microempresarial
4611;femenino;comercio;robledo;3;7;2016-12-22;6890000.0;comidas rapidas;microempresarial
4612;femenino;comercio;picacho;1;6;2018-12-14;7000000.0;comidas rapidas;microempresarial
4613;femenino;industria;la floresta;2;12;2018-04-25;7000000.0;fabrica;microempresarial
4614;masculino;servicio;manrique central no. 1;3;4;2017-08-22;6000000.0;cafe internet;microempresarial
4615;femenino;industria;juan pablo ii;2;9;2018-05-30;7800000.0;fabrica repuestos;microempresarial
4616;femenino;comercio;la pradera;3;13;2017-07-10;7000000.0;almacen ropa;microempresarial
4617;femenino;industria;castilla;2;5;2017-07-31;7000000.0;fabrica calzado;microempresarial
4618;masculino;comercio;granizal;2;1;2018-03-02;5000000.0;peluqueria;microempresarial
4619;femenino;industria;pedregal;3;6;2017-10-30;7377000.0;fotografia;microempresarial
4620;femenino;comercio;belen;3;16;2018-02-15;3000000.0;variedades;microempresarial
4621;masculino;comercio;robledo;3;7;2017-01-18;6890000.0;variedades;microempresarial
4622;femenino;comercio;santo domingo savio ;2;1;2018-02-07;6000000.0;cafe internet;microempresarial
4623;femenino;comercio;manrique central no. 1;1;4;2018-02-26;3000000.0;almacen ropa;microempresarial
4624;femenino;industria;la isla;2;4;2019-03-27;3000000.0;fabrica;microempresarial
4625;masculino;comercio;robledo;2;7;2018-10-26;7800000.0;variedades;microempresarial
4626;masculino;comercio;doce de octubre no.1;2;6;2017-08-11;4000000.0;variedades;microempresarial
4627;femenino;comercio;castilla;3;5;2018-06-06;7000000.0;variedades;microempresarial
4628;masculino;comercio;aranjuez;1;4;2018-10-24;1500000.0;comidas rapidas;microempresarial
4629;femenino;comercio;santander;2;6;2016-09-01;3000000.0;organización;microempresarial
4630;masculino;servicio;manrique central no. 2;3;3;2019-04-04;7000000.0;ebanistaria;microempresarial
4631;femenino;comercio;manrique central no. 2;1;3;2018-04-11;4000000.0;variedades;microempresarial
4632;femenino;industria;san javier no.1;2;13;2017-12-06;4000000.0;fabrica;microempresarial
4633;femenino;comercio;aranjuez;3;4;2017-03-09;7377000.0;almacen ropa;microempresarial
4634;masculino;servicio;santo domingo savio ;1;1;2016-05-03;1000000.0;comidas rapidas;microempresarial
4635;femenino;servicio;manrique central no. 2;1;3;2018-05-31;7812000.0;taller mecanica;microempresarial
4636;masculino;industria;manrique central no. 2;2;3;2017-04-21;6000000.0;variedades;microempresarial
4637;masculino;comercio;la candelaria;3;10;2018-05-29;2300000.0;variedades;microempresarial
4638;femenino;comercio;aranjuez;2;4;2018-11-27;3000000.0;variedades;microempresarial
4639;femenino;comercio;san javier no.1;2;13;2016-05-31;6890000.0;cerrajeria;microempresarial
4640;masculino;comercio;belen;2;16;2019-04-05;8300000.0;tienda;microempresarial
4641;femenino;comercio;buenos aires;2;9;2018-07-03;7000000.0;comidas rapidas;microempresarial
4642;femenino;comercio;barrio caicedo;3;9;2018-07-25;7000000.0;almacen ropa;microempresarial
4643;femenino;comercio;boston;3;10;2018-01-26;3000000.0;comidas rapidas;microempresarial
4644;masculino;comercio;castilla;3;5;2017-03-15;7377000.0;comidas rapidas;microempresarial
4645;femenino;comercio;popular;2;1;2017-06-30;5000000.0;comidas rapidas;microempresarial
4646;femenino;comercio;el salvador;2;9;2017-09-26;4400000.0;miscelanea;microempresarial
4647;femenino;comercio;buenos aires;3;9;2018-07-25;4500000.0;papeleria;microempresarial
4648;femenino;comercio;barrio caicedo;2;9;2017-06-06;7300000.0;almacen ropa;microempresarial
4649;femenino;servicio;granizal;2;1;2017-03-28;7377000.0;peluqueria;microempresarial
4650;masculino;servicio;barrio caicedo;1;9;2018-11-02;7800000.0;mantenimiento;microempresarial
4651;femenino;industria;barrio caicedo;2;9;2018-10-25;5000000.0;fabrica;microempresarial
4652;femenino;industria;playon de los ;2;2;2018-11-26;6000000.0;fabrica;microempresarial
4653;femenino;comercio;el socorro;1;13;2018-11-15;5000000.0;comidas rapidas;credioportuno
4654;masculino;comercio;pedregal;3;6;2017-06-02;6000000.0;ebanistaria;microempresarial
4655;masculino;agropecuaria;la floresta;2;12;2016-09-06;68900000.0;variedades;microempresarial
4656;masculino;industria;popular;1;1;2018-11-21;7800000.0;fabrica;microempresarial
4657;femenino;comercio;buenos aires;3;9;2016-04-21;6000000.0;drogueria;microempresarial
4658;femenino;comercio;francisco antonio zea;3;5;2018-04-10;7000000.0;variedades;microempresarial
4659;femenino;industria;buenos aires;2;9;2018-03-13;2500000.0;fabrica;microempresarial
4660;masculino;servicio;cabecera san cristobal;2;60;2017-03-09;7377000.0;fabrica juegos;microempresarial
4661;masculino;comercio;calasanz;1;12;2016-02-04;6800000.0;comidas rapidas;microempresarial
4664;masculino;servicio;florencia;3;5;2017-05-11;15000000.0;reciclaje;juridica
4665;femenino;industria;santo domingo savio ;1;1;2018-07-10;4200000.0;fabrica;microempresarial
4666;masculino;industria;manrique central no. 1;2;4;2016-08-23;6800000.0;fabrica calzado;microempresarial
4667;femenino;servicio;robledo;3;7;2016-08-11;20000000.0;restaurante;juridica
4668;femenino;industria;20 de julio;1;13;2016-12-02;6890000.0;fabrica;microempresarial
4669;masculino;comercio;aranjuez;3;4;2019-04-24;17000000.0;tienda;microempresarial
4670;femenino;comercio;las palmas;3;10;2018-04-23;800000.0;comidas rapidas;microempresarial
4671;femenino;comercio;barrio caicedo;1;9;2017-11-09;2000000.0;tienda;microempresarial
4672;masculino;comercio;enciso;2;8;2018-07-05;800000.0;variedades;microempresarial
4673;femenino;industria;robledo;2;7;2018-04-23;3500000.0;fabrica;microempresarial
4674;femenino;comercio;cabecera san cristobal;3;60;2017-07-17;7000000.0;fabrica;microempresarial
4675;masculino;comercio;doce de octubre no.1;2;6;2017-03-09;7375000.0;comidas rapidas;microempresarial
4676;masculino;servicio;prado;3;10;2017-02-06;30000000.0;mantenimiento;empresarial ed
4677;masculino;servicio;aranjuez;3;4;2017-03-03;6000000.0;peluqueria;microempresarial
4678;masculino;industria;andalucia;2;2;2017-08-30;4000000.0;fabrica;microempresarial
4679;femenino;industria;toscana;2;5;2016-06-03;6800000.0;fabrica;microempresarial
4680;masculino;comercio;el salvador;3;9;2016-11-22;6890000.0;licorera;microempresarial
4681;masculino;servicio;pedregal;3;6;2017-10-23;7300000.0;legumbreria;microempresarial
4682;masculino;comercio;campo valdes no. 1;3;4;2018-09-24;7800000.0;tienda;microempresarial
4683;femenino;industria;robledo;3;7;2018-04-25;7800000.0;fabrica;microempresarial
4684;masculino;servicio;guayabal;2;15;2017-11-17;4000000.0;comidas rapidas;microempresarial
4685;femenino;comercio;pedregal;2;6;2018-10-03;2500000.0;tienda;microempresarial
4686;femenino;industria;la milagrosa;2;9;2017-03-08;5000000.0;fabrica;microempresarial
4687;femenino;comercio;belen;2;16;2017-12-07;7000000.0;cafeteria;microempresarial
4688;masculino;comercio;belen;3;16;2016-11-28;4000000.0;almacen ropa;microempresarial
4689;femenino;comercio;castilla;3;5;2016-12-16;6894000.0;carniceria;microempresarial
4690;masculino;servicio;robledo;2;3;2018-04-20;7800000.0;variedades;microempresarial
4691;masculino;comercio;aranjuez;1;4;2018-09-14;3000000.0;variedades;microempresarial
4692;femenino;comercio;olaya herrera;2;7;2017-11-01;5000000.0;tienda;microempresarial
4693;masculino;servicio;robledo;2;7;2018-04-17;7800000.0;lavanderia;microempresarial
4694;femenino;comercio;robledo;2;7;2017-05-08;7000000.0;restaurante;microempresarial
4695;femenino;comercio;san javier no.1;1;13;2019-04-22;3000000.0;variedades;microempresarial
4696;masculino;comercio;campo amor;2;15;2018-06-18;7800000.0;panaderia;microempresarial
4697;femenino;agropecuaria;cabecera san cristobal;2;60;2016-11-03;4000000.0;floristeria;agropecuaria
4698;femenino;servicio;belen;2;16;2017-12-13;7300000.0;peluqueria;microempresarial
4699;femenino;servicio;el diamante;2;7;2019-03-27;6000000.0;recreativo educativo;microempresarial
4700;masculino;comercio;robledo;1;7;2016-05-10;4100000.0;variedades;microempresarial
4701;masculino;servicio;manrique central no. 1;3;4;2016-10-28;6890000.0;peluqueria;microempresarial
4702;femenino;comercio;la esperanza no. 2;1;1;2019-02-22;5000000.0;tienda;microempresarial
4703;femenino;comercio;enciso;2;8;2018-11-06;1800000.0;comidas rapidas;microempresarial
4704;femenino;comercio;la milagrosa;2;9;2017-09-13;5000000.0;almacen ropa;microempresarial
4705;masculino;comercio;florencia;3;5;2016-12-20;4000000.0;variedades;microempresarial
4706;masculino;industria;manrique central no. 1;3;4;2018-05-22;5000000.0;mantenimiento;microempresarial
4708;femenino;comercio;castilla;3;5;2018-01-15;7800000.0;variedades;microempresarial
4709;femenino;servicio;olaya herrera;1;7;2018-09-04;5000000.0;variedades;microempresarial
4710;femenino;industria;san pablo;2;1;2018-04-04;4000000.0;fabrica;microempresarial
4711;masculino;servicio;robledo;2;7;2016-11-29;6000000.0;lavadero;microempresarial
4712;femenino;comercio;el salvador;3;9;2019-06-05;7500000.0;variedades;microempresarial
4713;masculino;comercio;moravia;2;4;2019-02-04;7800000.0;licorera;microempresarial
4714;femenino;comercio;loreto;3;9;2018-07-30;5000000.0;almacen ropa;microempresarial
4715;femenino;comercio;cabecera san cristobal;2;60;2017-11-07;3500000.0;variedades;microempresarial
4716;femenino;comercio;aranjuez;1;4;2018-08-23;7000000.0;papeleria;microempresarial
4717;femenino;industria;manrique central no. 2;3;3;2016-10-26;5300000.0;fabrica;microempresarial
4718;femenino;comercio;robledo;2;7;2016-04-28;6890000.0;variedades;microempresarial
4719;masculino;industria;santa elena central;2;90;2018-05-31;7800000.0;sembrados;microempresarial
4720;masculino;comercio;la loma;2;60;2018-03-21;4000000.0;comidas rapidas;microempresarial
4721;masculino;comercio;la milagrosa;2;9;2018-11-06;7000000.0;panaderia;microempresarial
4722;femenino;comercio;la francia;2;2;2016-08-08;3500000.0;tienda;microempresarial
4723;masculino;comercio;manrique central no. 1;2;4;2017-05-03;7300000.0;restaurante;microempresarial
4724;masculino;servicio;villa del socorro;2;8;2016-09-12;2000000.0;barberia;microempresarial
4725;femenino;industria;pedregal;3;6;2018-03-02;7000000.0;fabrica;microempresarial
4726;femenino;comercio;carpinelo;1;1;2017-05-16;5000000.0;variedades;microempresarial
4727;masculino;industria;popular;2;1;2018-04-20;7800000.0;fabrica;microempresarial
4728;femenino;comercio;manrique central no. 1;2;4;2018-10-25;2000000.0;almacen ropa;microempresarial
4729;femenino;comercio;buenos aires;2;9;2017-09-13;7370000.0;cafe internet;microempresarial
4730;femenino;agropecuaria;cabecera san cristobal;2;60;2017-06-29;7000000.0;venta pollos;agropecuaria
4731;masculino;comercio;santo domingo savio ;2;1;2016-10-18;6500000.0;almacen ropa;microempresarial
